Build,計測時間,平均FPS,最低FPS,遅かったフレーム群の平均FPS,平均ms,平均GPUms,最大GPUms,遅かったGPUフレーム群の平均ms,GPU計測フレーム数,平均敵更新ms,最大敵更新ms,平均衝突ms,最大衝突ms,Raycast回数,最大衝突回数,敵数,最後のWave
Release,30.007,145.767,60.458,81.778,6.860,1.420,3.870,3.081,4372,0.320,1.138,1.854,6.635,4916,144,284,2
