Build,計測時間,平均FPS,最低FPS,遅かったフレーム群の平均FPS,平均ms,平均GPUms,最大GPUms,遅かったGPUフレーム群の平均ms,GPU計測フレーム数,平均敵更新ms,最大敵更新ms,平均衝突ms,最大衝突ms,Raycast回数,最大衝突回数,敵数,最後のWave
Release,30.011,93.065,10.000,41.282,10.745,1.806,4.751,3.494,2791,0.299,0.864,1.939,8.145,3434,120,277,2
